ITEM: TIMESTEP
100000
ITEM: NUMBER OF ATOMS
15812
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 4.0459931049461368e+01
0.0000000000000000e+00 4.0459931049461368e+01
0.0000000000000000e+00 4.0459931049461368e+01
ITEM: ATOMS id vx vy vz
9145 -1.18633 -0.800678 1.52713
5630 -2.80623 2.5194 0.284661
7920 0.280107 -0.0203448 0.460202
5479 1.65093 1.09369 -2.74387
14813 -1.36691 -3.54797 3.02638
6342 4.49932 -4.12826 -2.11474
7107 -2.5211 1.82443 -1.4434
8828 0.300286 1.42848 0.0361842
10855 -2.11812 -0.640815 -0.928367
12314 1.82059 4.11577 0.998855
14826 -2.86682 1.88213 0.182835
11260 -1.62972 -2.79409 0.414737
12023 1.49834 0.504158 -0.420009
2251 1.66977 0.0343349 -2.23677
3931 -1.03903 -1.96148 0.183037
9563 -1.83815 0.170061 2.57628
2578 0.857254 2.66807 1.88461
3936 2.67294 3.00012 -1.02485
14261 -3.16815 0.747512 -1.44871
3657 -2.57712 -1.67997 -1.0307
7258 -0.263876 1.02053 4.11488
12731 -2.18321 -1.18483 1.79009
14664 1.48416 -0.325368 1.34194
3226 -0.370289 -0.314227 -0.296796
13236 -2.21969 -0.759802 -0.911473
9969 -2.08632 2.62403 2.2827
5242 -1.51673 -1.70419 1.62456
1951 2.35212 -0.713987 2.11464
2465 -1.39168 0.781152 1.2099
7394 -3.27181 -0.309383 -0.494925
15583 -0.169697 1.67333 3.38278
709 -0.695918 2.01114 1.51297
50 -2.66632 2.97121 -2.10247
2765 2.14241 -2.94091 -0.342458
15295 -0.630062 -0.780419 -3.36791
6995 0.970044 -0.196831 4.15348
10352 -1.95131 -1.65851 0.0163997
11730 -1.99636 0.359567 3.43225
4615 -0.876382 1.07682 -0.734845
3149 2.20178 -0.0127644 0.437517
2192 2.17256 4.10859 -1.31256
7197 -2.02723 2.01324 -1.98146
8271 -0.575029 -1.17146 1.28166
378 1.68792 -5.87416 2.62333
11750 2.16203 -0.680697 4.26181
5637 -3.12965 1.75983 -0.206442
15680 1.79657 -1.34016 -0.743722
1712 2.21406 0.224171 -0.543456
5341 -2.06572 3.40116 -2.80126
10762 1.76338 -2.35794 -2.99481
2791 1.53772 -2.11211 -0.269448
12610 -2.00204 -2.00724 -0.707284
8405 2.65879 -0.027777 -0.403971
601 1.86386 -0.470632 2.92085
757 1.58151 -2.18476 0.132189
7504 -0.696551 -0.0910765 -2.44366
9987 2.25496 -1.57148 2.23058
3632 -0.725068 0.864732 -4.01871
3952 -0.493114 -0.999277 -2.54798
5096 2.08077 2.38283 -0.388733
7270 -1.59468 0.112649 3.93717
3565 -0.625437 -0.197905 0.805379
10793 0.58905 2.20565 -1.5317
14823 1.59519 2.6657 -0.617619
6443 -2.68106 -0.349086 -0.906749
4089 -2.66525 -2.26296 3.05608
1106 1.56852 -0.456346 -0.365133
3990 -0.690527 0.233297 -3.67047
7304 4.72459 2.09201 -0.731946
2156 -1.61655 -1.68813 2.87921
14755 1.87615 0.683577 -0.06
14304 -0.18054 -0.935715 4.2081
7037 -0.902749 -3.14007 2.20814
624 -1.72406 0.487586 -0.640801
3364 2.75779 2.263 -1.83469
11492 1.7217 -0.0951 1.92199
14655 -0.000322931 -1.34168 1.66802
7734 -3.32341 -1.31224 -2.69463
5456 -3.63524 -1.96512 1.62682
3803 -1.90952 1.79757 -0.997141
6991 -1.15795 1.8048 -0.0755395
15527 -2.90301 2.04836 2.39057
10810 0.757849 -0.0450278 -0.985115
11084 0.579721 0.567441 0.100617
14928 -2.02031 -2.11555 4.6563
9370 0.659419 -1.26341 0.710342
2516 -2.16473 -1.69666 1.05796
2151 5.83466 -2.96104 0.65216
6561 -1.04214 -1.80527 2.32273
12208 -0.0432822 2.05899 2.08769
8240 0.207512 0.568226 0.426865
9071 -0.12465 -0.318378 -2.42922
8879 0.363247 1.08388 1.31712
8151 -0.117127 0.837538 0.476485
15195 1.57984 0.452662 -0.403045
8380 -0.19843 -1.33969 0.352904
11140 -0.0248114 2.23633 1.22544
12971 -0.765047 0.261329 -0.943809
14796 0.539059 1.9063 0.235282
3845 1.78154 0.166902 -2.27951
14180 0.0911754 -1.07525 -0.814209
4758 -2.50997 1.91577 0.772141
4286 3.47796 -0.737849 -0.992161
15427 -1.3731 0.0713886 -1.36899
8712 -1.48145 1.37732 -3.43686
13146 0.57619 1.44071 2.74251
5760 1.5353 2.81907 0.254797
5650 -1.38089 1.45768 -1.88241
4781 -1.0311 1.7228 -0.204137
8735 -0.387191 1.51849 1.7234
2329 -0.100408 -0.450329 -1.03331
10597 3.90165 1.20444 -0.58386
5038 2.41988 2.25918 2.50997
13029 -3.67784 2.99526 1.17291
711 2.32812 1.63748 1.60414
9941 -1.69157 2.2365 -0.0770007
14335 -0.521443 -3.40204 -0.176249
5405 1.16116 -0.781432 -1.24825
6816 -1.50319 -0.135404 -0.70739
6584 -2.60628 1.93851 1.71775
15407 2.6929 3.38003 0.940107
12183 -1.8471 -1.45617 -0.470363
7646 0.392987 0.384791 -3.28302
15619 1.00787 -1.32255 -0.318424
5660 1.78251 -2.25228 -1.80634
11172 1.84085 2.61005 0.287954
6216 0.542147 2.75677 1.36485
11974 2.3585 0.0392354 -1.06735
4279 1.91342 -0.609207 0.148602
4256 -1.03557 2.2211 -0.0348273
9341 -1.31335 1.9142 -0.163145
7539 1.78921 2.2071 -0.397156
5608 -2.58065 -2.22601 -1.98368
15414 3.54075 -0.342922 1.35753
12620 -1.04405 1.15354 2.27556
12823 3.28791 -0.54406 2.1967
7496 -0.765879 -0.460561 -3.34482
15786 -0.679617 -1.07384 1.36234
6135 -3.12051 1.29633 -1.92535
558 0.668279 -0.541768 0.48009
5302 1.28684 0.764919 -1.06155
5619 -1.91738 -1.05554 2.93802
12176 2.9773 -1.93705 2.76859
10276 -1.74066 -3.40286 -0.350714
6131 -2.45365 0.500552 -1.25838
9555 -1.42078 1.46161 0.37282
5712 -3.17741 2.03397 -1.77779
6128 1.64834 1.52001 1.71142
8791 -0.715313 -0.672844 -0.550399
47 -0.391522 0.147074 0.85658
3038 1.31636 3.33542 1.2527
15674 -0.891622 -2.33461 -0.138289
8109 0.430007 0.954642 3.66161
1467 1.47473 -1.4111 1.14906
4403 -0.840639 -1.89726 -0.430137
6847 -1.43719 1.33168 4.09316
9523 -1.62504 0.834651 3.02891
8776 -0.641571 3.00986 0.190373
6487 -0.993004 0.292256 -2.42255
2206 1.36699 -0.429615 1.4189
13147 -0.571759 -2.22109 -0.148223
15666 1.68885 0.244073 -0.0167149
2782 -0.865197 3.08502 1.62969
15157 1.02783 1.25529 0.588783
11634 -2.99056 -1.27134 0.999478
6664 1.71444 -0.672423 -1.42512
5472 1.97572 3.43507 1.29937
8593 -3.52442 -1.37976 1.99327
10816 -2.05568 2.19357 0.470178
12189 3.00011 -0.339791 1.35417
475 2.59902 -0.0368718 -1.95059
8976 3.67302 -0.951822 1.54232
13070 0.0409929 0.572499 -2.26123
10150 1.2151 3.44152 0.623532
13084 -0.18326 -0.931039 1.10554
14389 -3.16518 0.608151 -2.45871
2807 -1.86769 2.50452 -2.74352
13416 -0.718716 0.378498 3.98229
1866 -1.85526 -1.33821 1.64912
1830 -1.82498 -2.2592 -0.313164
10853 2.45906 -1.61059 -1.55366
10354 3.38308 0.951263 -2.64711
2581 -1.668 2.19597 -2.23421
15193 -0.356265 -0.950577 -0.124631
12686 -0.592889 -2.07868 0.635779
12621 2.01741 -2.90357 -2.36316
9821 -1.00663 2.24003 -0.136173
15775 0.272498 1.5573 -0.964189
2897 -1.49061 0.789768 -2.89896
906 0.252538 -2.94158 -0.262256
12972 1.05471 -2.72604 -0.116154
3036 -0.734255 -3.87318 1.10489
3370 1.65056 -0.907681 3.20927
14175 2.66116 1.31851 -0.223251
10725 -1.68786 0.957967 -2.89265
14589 0.715543 -1.20233 -2.44776
2425 0.567443 1.1712 1.55967
6380 -4.2486 -2.01842 -2.49903
13481 -2.631 2.34257 3.51323
11967 0.805503 1.54553 -2.57198
761 4.44498 -0.970181 -0.799715
844 -0.80334 0.00798614 -0.710276
7723 -0.152158 0.74211 2.13843
13830 0.793442 0.782461 -0.33362
6699 -1.14765 -2.39552 -0.539561
10916 -0.940224 -4.2772 -2.28877
15751 0.389566 -0.887129 2.17173
10367 1.23046 2.67959 -0.0193977
12126 2.20447 1.39521 -1.66417
12535 -0.711659 1.81475 -1.0298
6897 -0.634067 -3.134 0.521072
5626 -0.0977561 -0.225748 0.744613
4778 -3.38745 -0.88947 -1.29959
8627 2.22024 1.18076 -0.851297
15127 -0.0586817 0.518609 -2.35274
377 2.97939 -1.70789 1.0489
8620 0.856595 -0.0651557 3.03511
2830 -0.68079 -1.90657 -1.85918
5132 -1.9299 0.708714 0.697081
2415 0.768565 -0.431189 1.99443
8268 1.12746 -0.920465 -4.17362
5963 -3.33046 2.38385 -1.27614
5491 1.99116 -0.152551 2.42289
6790 -0.209058 1.04379 2.62878
13158 1.99945 1.35986 0.663855
743 -1.80579 -1.51404 -1.47986
15291 4.70514 -0.211596 -1.8166
12593 1.37256 -2.32759 1.04321
10192 2.69972 0.171237 -2.20535
9813 2.19761 -2.03207 -0.0761319
4835 0.0708283 -0.0135924 -1.70285
1172 1.31109 -3.60151 3.7281
10469 -2.49882 1.53025 -1.05093
9186 0.184751 -0.545575 -2.57792
9758 -2.06199 2.14824 0.170969
3634 -0.955476 0.974697 -1.91892
8742 3.67302 2.6749 -0.165242
8194 1.84816 -1.86134 -1.35634
7121 -0.551888 -2.60419 -3.44548
4898 0.184669 -1.4748 -1.36222
6704 -0.843234 -2.60013 -1.52499
5545 -0.0270586 -1.12452 -1.81262
5493 0.705168 -0.947306 -1.09244
14134 -0.146291 0.0236447 -1.50671
5444 2.01335 0.0409506 0.0261567
13343 2.59952 -0.519678 -1.27434
9272 -0.108515 -0.324201 1.52335
7699 0.839098 -1.07932 0.530994
5225 -1.06844 -1.20265 0.824398
4016 0.553852 -0.687603 -0.456694
2510 -1.93558 -2.09386 -4.11216
5826 -0.0722004 -0.10863 1.79668
12512 1.4222 1.06139 4.00724
10147 -1.45467 -0.520791 -0.626395
177 -0.928576 0.67013 0.7477
5832 -2.83801 -0.239846 -2.21346
8497 -0.662177 -2.92957 -0.645583
14856 2.22405 -0.597841 -2.35611
7758 1.9517 2.56517 4.68808
2441 -0.237498 2.78711 -0.790432
3065 2.40441 -0.51984 -4.428
12332 1.05628 -3.30181 -0.998064
4753 1.17778 1.17081 3.90162
9929 0.940214 1.47881 -1.57223
5045 -0.241199 0.97456 0.453805
5602 3.09298 1.44178 -2.57441
13109 1.62908 -0.746324 -2.90198
53 -4.26479 -1.28198 1.12088
675 0.691857 -0.52863 -3.48268
11070 1.23821 0.267961 -0.0831449
6032 -1.87521 0.352607 -2.07815
13003 -0.262865 2.55288 1.01051
12024 3.18529 -0.784476 1.60812
12096 4.36773 1.66456 -0.520857
11839 -0.503808 -0.916612 1.68655
2029 -1.08543 1.04005 -3.2629
1570 -3.22833 -3.84766 1.76529
11388 -0.388303 -3.35686 -1.68567
7376 -3.50764 -0.568859 1.78936
10509 2.41062 4.31912 -1.27068
15353 0.631147 -0.904932 4.53636
8501 -0.813312 -1.98318 -1.05459
6395 1.02344 -4.23673 -2.69629
14331 4.10226 -1.45444 1.79617
3726 -0.319139 2.67095 -0.959918
1953 1.13557 1.09204 0.385979
191 -2.54999 -1.60262 -0.891352
5950 -0.222949 2.08042 0.163182
4658 -0.617399 3.45464 2.32226
9430 0.658247 -0.216686 -2.16144
10872 -0.174543 -1.0457 -3.85855
12927 -0.499057 2.01589 -4.21675
11525 -0.867848 0.955645 0.387413
6012 -2.63298 -2.35278 0.49532
12387 2.88084 0.89367 -0.861087
3247 -0.816864 -1.94471 0.661513
3533 0.599906 0.287957 1.61934
5023 2.84968 1.19166 -2.35169
8659 1.04825 -1.57871 2.81611
13928 1.72858 -4.07712 1.92505
718 0.821885 2.55504 -1.0757
2467 0.90959 0.81029 1.23513
5699 -0.651338 0.865373 -3.52309
5755 0.318531 1.85595 -0.112297
7015 5.72909 1.87222 -0.0796988
6789 -2.71186 -2.38152 -1.22578
1009 -0.434934 0.274106 -0.658002
14292 1.61602 1.35767 1.85658
7064 0.269795 -0.786537 0.842549
1834 -2.47826 0.706728 1.53334
887 -0.821751 -3.39942 -0.323386
11395 1.04447 -0.236953 3.6042
11096 1.4055 1.66229 1.5065
5022 -2.79784 0.729895 0.137708
14948 -1.24013 3.25413 -1.99411
6564 2.41073 2.87228 -3.15557
9425 1.76379 -2.10863 -2.27487
11796 -0.198133 -4.20252 -0.774386
13941 -0.907996 0.15089 -0.645923
1434 -0.778402 -0.687755 -0.0297628
4204 -0.189876 0.904362 0.295225
3692 -0.602936 -1.08462 -0.494977
7497 -2.44259 1.20734 0.303904
13285 -0.289868 0.344706 -1.89094
6330 -0.0235999 -3.23176 1.21234
5656 0.931713 0.00288394 1.5481
13867 2.57785 -0.30129 -1.90907
5690 4.25434 -3.49394 1.60024
14101 0.183857 -0.962253 -3.26049
1363 3.38803 -1.25416 -1.79705
788 -1.58309 -0.192342 3.02955
11984 -0.718761 2.95194 -1.75902
12529 -0.525086 -1.2651 -1.88604
12617 -0.492682 0.419305 0.720646
9087 -0.51601 -0.473556 -2.86011
4397 2.33936 -2.67992 1.86814
4043 -1.46125 0.399177 -2.9556
10307 2.72359 0.0105398 0.0870513
6798 -1.45513 4.56925 -0.804927
3009 -2.11158 -1.73918 -3.70385
15590 -0.235026 1.66885 2.40765
3099 0.55534 -0.848758 -2.60929
2792 0.750464 3.16566 -0.966469
3559 -2.51675 0.319241 -0.134071
9552 0.357529 1.40866 1.73921
1573 -0.753119 -1.99179 -2.98867
6766 -2.36769 -1.3955 -0.48296
14911 -1.15009 0.745966 -1.26355
6193 -1.23862 -0.918864 -3.84201
1297 -1.71155 -1.30541 2.34297
1057 2.68816 -2.30875 -0.263626
11427 -0.243516 1.9779 -0.0487196
15431 -0.458482 -0.410879 -0.943866
15374 -0.740097 -1.42318 -0.776942
13089 -1.47012 2.29914 -3.29526
14537 -2.08372 -0.0949687 -3.14698
10654 3.09832 -1.59194 -1.21395
7373 -3.6991 -1.33161 0.234012
10645 -1.69242 0.0555392 -1.97831
5615 0.441913 -0.600386 -2.53754
2174 1.7748 1.86381 -0.0445205
12050 -1.55338 0.0763988 -1.60098
1326 -0.386045 -0.597366 -1.32032
14907 0.721143 0.234433 3.66314
9855 -0.83163 -2.73196 -1.06341
1305 -1.31344 -1.38782 4.54013
14605 0.921555 0.506807 2.12132
8987 -2.34708 -0.996081 -3.13831
11353 -1.39222 0.54488 0.070375
2026 -2.9613 4.02434 -2.53366
13421 0.717814 0.908508 0.367561
14270 2.79741 1.86241 3.05338
2631 0.934545 -1.65603 0.451813
556 0.0877395 0.431967 0.458457
12306 -2.63545 -0.255213 -0.070709
11964 1.73084 -1.53851 -2.39852
15302 2.04916 1.47397 0.314338
13554 0.142551 -0.490871 0.613242
11911 -0.61565 0.264736 -1.37783
10449 -0.796378 1.41963 1.62476
2473 -2.52714 -0.86821 0.646603
817 0.316813 -0.180708 0.284313
14098 0.0953986 1.56308 -1.13695
9092 1.36125 1.45743 -1.85902
5256 -2.34326 1.90757 -0.58665
10947 0.353647 -0.806037 -0.511513
1783 -2.04066 0.846448 0.498628
7333 -1.85214 -0.867564 3.70861
4325 4.84942 -1.33275 0.647522
4038 -3.38249 1.12937 -2.20467
9602 -0.0454855 -1.38121 0.828003
10978 0.0178721 -0.913729 0.23109
14862 -1.59023 5.18044 2.03247
8337 1.02267 0.644459 -3.51147
3219 0.709633 0.896056 -2.28578
1137 -3.2809 -0.603274 1.99815
5387 3.04645 0.413944 -1.60566
11532 -0.626754 -0.121139 0.878459
7279 -0.780368 0.0769307 0.353963
3699 -1.83087 0.0349851 1.41345
3791 1.04004 0.453138 1.59372
13156 1.71881 -1.12527 1.23589
10817 -0.993444 -2.83653 1.57592
13912 2.98883 -2.48742 -0.2144
10187 -0.661985 0.20568 3.17348
6519 -2.98839 0.204467 -2.3997
7684 -0.0398695 -2.44965 -2.50477
13207 -1.40556 -0.397239 1.11256
2592 -0.535711 0.210529 0.354968
4654 0.952887 -0.686387 1.80784
2936 -2.98808 1.41797 4.43071
13379 -0.218061 0.096198 -0.72554
13148 4.48436 -1.30481 1.1492
14644 -2.49625 1.4519 -1.01288
15593 -4.18413 0.593805 -3.28574
11639 0.990395 -4.25816 0.684012
14167 -2.46765 0.124878 -1.49498
12642 -2.18849 1.85023 -2.07922
13008 4.88732 -0.76829 -0.0569293
12104 1.23962 -1.54997 0.891504
7109 -2.07124 1.39505 -1.25589
9890 1.4347 0.551071 0.992529
891 0.905802 -2.73241 -2.39554
14470 -0.115127 2.50875 1.08617
14250 0.600455 2.72322 0.263701
9537 0.846203 1.91093 0.73759
9107 -2.06565 -0.191598 0.0300496
9 -2.41688 0.136525 2.17628
6183 -0.943754 0.951247 0.66609
6725 0.643555 1.19458 -0.674604
3815 2.70319 1.40015 2.19091
7182 2.13442 3.03031 3.43011
7159 3.38078 1.84583 1.01737
7401 0.899335 -0.333235 1.10001
337 -0.362837 -2.39529 -0.944926
4504 -3.19415 1.45557 -4.21562
6514 -1.6626 -0.480763 -3.61093
12552 2.55158 -0.317505 -2.77259
7208 1.47405 0.984046 -0.0114846
10542 -1.53144 1.25934 -2.23992
3517 -1.08872 3.21534 -1.9026
6597 1.62182 0.96986 -0.749882
3700 -0.232322 -0.448318 -0.417176
5894 -0.1036 -2.26827 -2.44046
15542 0.246906 -0.775165 -1.11925
1035 3.97071 2.88846 0.15878
10675 -2.4177 -1.26215 1.08361
555 -3.78755 2.28795 -1.75154
13633 2.50663 -2.04741 0.413146
11835 -0.96613 2.6704 2.19749
7833 -1.6275 -3.00033 -0.703393
3656 -1.9777 -0.641102 -2.38835
15452 2.14454 -0.617078 1.26566
2218 -2.02922 -0.206864 -1.44926
4822 -0.308349 -1.97625 0.658435
9962 -0.240823 -0.716657 0.77338
3313 -3.12427 1.84717 0.761809
14916 0.443124 -1.42709 0.676017
14320 -2.31849 -2.00597 -0.683068
14571 -1.01201 0.987312 1.08068
4393 1.72199 1.46969 1.61551
14890 1.52063 -2.56898 -2.9967
13999 2.3239 -2.8426 -1.46772
10417 -2.25544 -1.6975 0.484899
617 -3.90999 1.44469 -1.20341
15796 -0.703418 -0.68886 -0.846105
10482 2.594 1.17169 1.32895
13237 2.98354 0.0416548 -1.23205
10665 1.9803 0.252882 -2.24516
10048 -0.554002 1.23672 0.397068
2826 0.688427 -1.5031 -0.632126
5287 0.176389 0.652223 0.39772
10333 0.420015 -1.83305 -2.89902
5048 -0.890191 1.84382 -1.35074
12586 2.1673 -0.5233 0.115006
2600 -0.700559 0.665849 -3.80399
3274 -1.03611 0.970898 0.552184
4877 -0.0985735 -0.131525 0.830583
2784 2.91702 0.769701 -2.62331
1005 3.63239 -0.911552 0.76782
9741 0.320163 -2.29919 -0.199369
4616 -1.29832 -3.18982 -0.844013
248 -1.68797 0.917018 1.5517
7791 0.713492 -0.430221 -2.04909
10160 -0.914471 1.33865 0.592343
4989 -2.26362 3.53125 4.34936
625 -1.62397 -2.07057 -0.0734187
3664 -0.365788 2.93596 -1.88566
4987 0.199781 -1.36339 2.24642
819 -0.921331 -1.2274 -1.17126
1555 0.866328 -0.307271 1.96482
10496 -2.07833 -0.462274 -3.0267
12376 -3.4972 -2.2496 -3.44602
10998 1.49463 2.62763 -1.95716
8805 0.730847 0.901635 0.428797
7759 -0.403665 1.80718 0.526371
8599 1.90159 -0.657006 0.520239
7335 -0.951771 -0.829962 3.55515
4871 2.41453 -0.509708 -1.51201
9717 -1.50941 -0.166908 -0.90035
5981 -2.52364 -0.829978 -3.22381
13667 -2.57843 -0.998156 -0.24189
15024 0.240826 1.28611 0.963892
10719 -1.26866 1.54532 -0.096705
15406 -0.480639 -1.93048 -2.08334
9386 -1.38649 -4.02839 1.19852
3252 -1.73873 -1.93871 -3.3808
9435 1.52555 -2.86417 0.915876
12009 -0.241631 0.858646 0.45547
2463 1.54142 2.46034 -2.25998
3712 -2.4781 -1.30225 -0.11581
7597 -1.16539 1.49095 -1.00155
6646 2.79345 4.66374 -3.66329
5840 -3.23482 1.67563 -1.77863
3378 4.89653 0.376726 -0.560401
11168 -2.48854 -0.176547 -1.54918
11584 -0.607851 0.129494 -0.262629
7773 1.35778 1.48571 -0.0460692
13849 -1.67467 -0.322223 -1.94422
11037 -0.00125818 1.03627 3.71589
8860 -0.808903 -4.32195 -1.17424
10069 4.13923 0.596416 -3.0071
15522 1.31361 0.519615 -1.45254
8518 -0.968378 0.422784 -3.77517
8473 0.404709 0.281656 1.92665
5940 0.246875 2.67722 2.93382
1658 -0.502559 1.28395 0.154597
1027 -2.87115 1.31466 -1.1339
4263 -1.78531 -3.66146 0.615267
7010 1.24184 4.15206 -2.49032
10953 -1.09677 1.26171 -3.4762
14853 1.71005 0.18726 1.23455
6316 -2.28934 -2.50552 -0.16416
4297 1.51317 -0.835746 1.09888
3596 2.97093 -2.00674 2.59654
401 0.56029 -0.28501 -0.887881
705 -0.139957 0.55438 0.569114
909 1.078 1.69274 -0.829241
7048 1.92216 -0.559981 -1.27469
9479 -2.15559 1.94363 0.433132
2711 0.799677 -2.6376 0.428919
2097 -1.58695 -0.395872 1.10343
7577 1.22119 1.96622 -1.4885
8894 -1.66169 2.01931 1.84714
15649 -2.2416 0.943614 -1.82398
11620 2.11133 3.13236 -2.89207
11869 1.18683 -0.235562 -3.67184
3959 1.29679 1.63012 0.766567
4249 2.71868 -0.473645 2.77598
11293 0.0326602 0.782669 -0.202556
2642 -0.384832 -0.0366912 0.903759
14492 1.70875 1.39016 -2.26718
4802 3.83414 -0.60855 -1.97648
13782 -0.857527 2.78305 2.71921
8348 -0.719244 -3.74783 1.5103
4248 -1.82429 -1.84889 2.68553
12953 2.41365 -0.679204 1.78103
8233 2.66708 0.179398 1.31175
309 1.90248 -2.19647 0.762571
11923 3.2756 0.299634 -1.25613
7235 -0.175772 2.84684 -2.6999
2327 0.202431 2.16022 1.14611
1684 0.635264 -0.411766 -0.462841
11176 3.18256 1.503 0.751672
473 1.47148 0.535227 -3.01011
3504 -2.77672 -1.85279 -0.134314
9650 1.31709 2.17687 4.71709
785 -0.520317 -2.65198 0.419969
9883 -1.97494 0.242752 -0.71547
7099 -1.01142 1.64856 -1.25799
9235 -1.76459 1.26883 -1.49362
7384 2.43739 0.754132 1.05516
11315 -2.23272 -2.96115 0.739272
13531 0.487899 0.584359 2.5529
11505 0.42296 0.477276 1.7511
1554 -1.19565 0.8996 1.24663
12472 -1.14855 -0.192693 -2.39985
10834 0.0841455 -0.485511 -0.761281
8449 -0.936115 -0.885504 -1.08915
15066 1.62366 1.51157 0.745468
8078 0.33441 0.663394 0.241218
7482 2.14375 -0.699424 -2.74477
1781 -2.25115 -1.2783 0.364189
15479 0.940555 0.596851 -0.845285
7363 -0.161287 0.490966 3.23473
14973 1.07872 2.343 -0.98935
7321 0.731782 0.949512 1.84574
6667 -0.603452 0.244224 0.788999
12763 -2.30614 0.976362 1.98212
11529 0.705158 0.929607 0.277946
2142 0.704412 -2.5674 0.871562
7570 -0.397139 0.493256 -0.76181
10823 1.13379 0.87312 1.29788
11644 1.25936 1.64213 0.649188
3785 -0.477712 1.16277 -0.7255
11107 -0.704953 1.14578 2.35095
1756 0.788477 -1.16404 -1.9646
13408 0.8338 1.75485 1.29324
4274 -0.457674 1.671 1.41185
6496 -1.68278 -0.971989 -0.61004
10519 0.796873 0.880258 -2.78297
7264 -1.31225 -3.36986 1.88437
3991 -1.16232 -0.0795243 3.25851
5037 3.76869 0.965198 -0.815087
7438 -0.00734985 -2.73363 -1.5313
11015 1.44278 0.525093 1.19402
13824 0.277949 -1.19224 2.52497
3308 -1.70718 -3.00757 -1.9483
524 -0.875202 1.85803 0.132928
5421 2.4923 1.52184 -3.64322
8444 2.96217 -1.44123 0.597928
6229 3.68975 1.46716 -2.83571
9601 1.58603 2.59318 -1.06502
1011 0.349058 1.22983 -1.35839
438 -2.21327 2.34891 -4.1098
13736 -0.402095 0.0698989 -1.6379
12192 -1.98988 0.394641 -2.84332
9304 -1.56507 -3.88691 0.34268
1919 -2.98795 -2.82025 1.44456
3984 -2.98775 -1.50879 0.83416
4045 -0.103401 2.25335 2.06758
7644 1.41104 0.451973 -1.54989
12374 -1.46566 -1.11364 0.684134
15800 3.13524 0.052404 -2.2256
5980 -2.07614 1.8201 -1.10813
13897 -1.84091 0.774232 0.870782
5815 2.17819 -0.278651 0.349594
12748 1.72677 -1.88036 -0.652934
11205 -2.77507 -0.805183 3.96396
3985 0.318698 1.82868 0.755985
15169 -0.162842 2.4126 0.78597
915 -0.221615 1.09697 -3.40775
6468 0.381368 2.45286 -1.20216
1133 0.348521 -3.69526 3.18599
10103 0.887105 -1.20698 0.604825
8938 -1.547 -2.29958 -1.37858
13409 1.56375 -0.335192 3.1981
12394 0.719934 2.14767 0.741727
9627 -1.93907 -1.27758 -1.23253
4047 -1.27298 0.919555 -0.501164
9427 1.76459 -2.87568 -1.60155
6011 0.403529 0.768308 -3.76378
4152 -2.83139 3.30357 -0.289927
8373 -0.917711 3.75869 2.41686
144 1.91614 -0.817982 -2.44993
14718 2.10205 0.207991 -2.1827
1679 -1.09013 1.30207 1.22442
1089 2.22242 4.05225 -0.274222
10273 0.651215 -1.67685 2.36753
7548 0.819998 -0.452002 0.812286
15148 0.544135 3.14071 1.74583
4320 2.5387 -0.178125 3.35837
15753 -0.285434 3.02186 -2.28972
12236 -1.13441 -0.744841 1.17359
15673 -1.76921 -0.722466 2.16205
3332 1.03149 -1.20035 -2.87272
815 0.607982 3.03244 -0.298687
2178 3.45782 -2.17963 0.61234
2801 -1.04821 0.802291 0.835718
828 -2.32584 0.513531 -0.737436
4255 0.254256 -0.936956 1.31457
12714 2.2421 -0.763482 1.07455
7899 -1.7077 1.56441 0.719488
7157 0.379418 -0.0588653 -1.65252
9579 2.7251 -2.00378 -0.188253
8585 0.0584391 -0.183508 0.558522
6842 -1.86148 0.897883 -2.33531
14251 -0.106817 0.0659056 -0.90985
7527 2.13196 -0.204157 -1.61308
1556 -3.05965 -1.3645 0.914147
14193 -1.65064 1.56743 0.670687
5431 1.05549 1.79411 -0.85781
5992 -0.995451 -1.91004 0.0295392
11507 0.148458 -2.68131 1.5321
3408 -0.713003 0.441786 -3.50457
11979 -2.07303 2.73049 1.3833
5605 1.42515 -1.57597 0.201001
9516 -2.25993 3.27041 1.08962
12526 -1.24411 -0.719639 0.225379
8017 -0.424031 -0.828171 1.63109
10006 0.395235 -0.381966 -0.030636
15681 0.529358 -0.0919166 -0.258851
843 0.940436 2.50817 -1.91036
8215 5.72441 -1.67706 1.11598
5466 1.72552 -2.22449 0.601622
15550 2.14416 -0.0244125 -0.871851
4966 0.157029 1.25262 0.452367
10827 0.224274 -2.44173 1.164
13297 -0.988715 -1.77078 1.8926
14179 -0.866305 2.40251 0.0793818
8996 2.61538 -0.928851 0.392107
1940 -1.80799 2.26484 0.635277
410 -0.164162 -1.58512 4.26289
4427 1.13226 0.0900611 -0.380758
15084 -0.351352 -0.5886 2.09216
11226 -2.26064 -0.615813 -0.937405
2728 0.99523 2.41101 -2.02271
1988 -2.26311 1.89348 -2.49362
13786 -0.65936 -3.83071 0.762067
15323 2.56924 2.54884 -1.22877
15787 -0.354844 -0.137509 2.66777
4565 1.06461 -0.514356 0.75744
2491 -0.501985 2.73206 1.4931
15477 -0.233621 0.104144 -2.82782
3355 -1.06158 1.04405 -0.468471
8034 2.2148 0.636134 -0.0165084
14396 0.322527 1.94572 -0.379533
5056 0.94065 -3.96599 -2.97779
